,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,35,17,3,3,linear,7,average,6,1,sigmoid,8,linear,adagrad,mean_squared_logarithmic_error,0.7804957202778251
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,24,6,1,sigmoid,1,max,10,11,swish,40,linear,adam,mean_squared_error,0.7180761920983281
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,40,22,2,1,linear,6,average,10,2,elu,105,elu,rmsprop,mean_squared_logarithmic_error,0.8441567212653147
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,10,5,5,sigmoid,1,max,5,14,swish,5,swish,rmsprop,mean_squared_error,0.7894776933906639
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,10,26,3,1,tanh,2,max,9,4,swish,30,sigmoid,adam,mean_absolute_percentage_error,0.8529929187339078
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,10,10,3,5,tanh,1,max,5,8,swish,5,swish,adam,mean_squared_error,0.7950740881635587
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,15,25,4,2,tanh,4,max,11,3,linear,34,sigmoid,adam,mean_squared_error,0.8269517892357511
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,29,24,7,4,sigmoid,10,max,11,1,tanh,38,linear,sgd,mean_absolute_percentage_error,
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,25,4,2,sigmoid,4,max,11,3,linear,34,sigmoid,adagrad,mean_squared_error,1.0316462986129735
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,28,23,7,4,sigmoid,10,max,9,1,relu,35,linear,sgd,mean_absolute_percentage_error,1.0547158520498214
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,13,28,2,1,elu,3,max,13,4,tanh,44,linear,adam,mean_squared_logarithmic_error,1.0290063875637483
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,27,28,7,4,sigmoid,10,max,13,1,relu,42,linear,sgd,mean_absolute_percentage_error,1.0552766249988241
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,21,15,6,4,tanh,5,max,6,2,swish,17,sigmoid,adam,mean_absolute_error,0.9932215365558352
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,21,13,6,1,tanh,5,max,6,2,swish,24,sigmoid,adam,mean_absolute_error,0.8234982368764358
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,20,23,5,1,sigmoid,3,max,8,5,swish,23,swish,adagrad,mean_absolute_percentage_error,0.826150797693798
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,39,21,10,2,swish,14,average,8,1,sigmoid,15,sigmoid,adam,mean_absolute_percentage_error,1.0404602694446299
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,37,22,11,2,swish,13,average,8,1,sigmoid,45,sigmoid,adam,mean_absolute_percentage_error,0.8039652340821292
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,35,24,11,3,swish,12,average,10,1,sigmoid,43,sigmoid,adam,mean_absolute_percentage_error,0.8627155097042837
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,32,24,9,3,swish,10,average,10,1,sigmoid,39,sigmoid,adam,mean_absolute_percentage_error,0.7897670917018306
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,31,27,9,3,elu,9,average,10,1,sigmoid,51,elu,rmsprop,mean_absolute_percentage_error,0.9762402531005154
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,14,27,3,4,elu,2,average,12,6,tanh,11,relu,rmsprop,mean_squared_error,0.8816755055685147
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,14,19,3,4,linear,2,average,6,6,tanh,10,relu,adam,mean_squared_error,0.8929766159135776
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,17,16,4,1,tanh,5,max,7,1,elu,55,tanh,adam,mean_squared_logarithmic_error,0.6656153614685227
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,17,30,4,1,tanh,5,max,12,1,elu,67,tanh,adam,mean_squared_logarithmic_error,0.7607140551257989
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,16,18,4,2,sigmoid,2,average,6,5,linear,20,tanh,adam,mean_squared_logarithmic_error,0.6691920589437608
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,17,30,4,1,tanh,5,max,12,1,elu,63,tanh,adam,mean_squared_logarithmic_error,0.7410536085103423
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,15,4,1,sigmoid,6,max,6,1,linear,59,tanh,adam,mean_squared_logarithmic_error,0.6470196392893272
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,17,15,4,1,sigmoid,2,max,6,5,linear,53,tanh,adam,mean_squared_logarithmic_error,0.6423738244346257
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,23,15,4,1,sigmoid,3,max,6,5,linear,52,tanh,sgd,mean_squared_logarithmic_error,0.885664121622759
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,15,4,1,sigmoid,6,max,6,1,linear,51,tanh,sgd,mean_squared_logarithmic_error,0.7660218359323554
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,20,15,4,1,sigmoid,6,max,6,1,linear,51,tanh,adadelta,mean_squared_logarithmic_error,0.7921747177986936
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,23,13,5,2,relu,7,max,5,2,linear,14,tanh,adam,mean_squared_logarithmic_error,0.7570774493009806
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,16,12,4,2,sigmoid,2,max,5,5,linear,21,tanh,adadelta,mean_squared_logarithmic_error,0.8902953848037183
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,16,17,4,2,sigmoid,2,average,7,5,linear,55,tanh,adadelta,mean_squared_logarithmic_error,0.9269029278125667
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,12,17,3,1,sigmoid,1,max,7,9,linear,61,tanh,adam,mean_squared_logarithmic_error,0.6372996336046799
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,12,17,3,2,sigmoid,2,average,7,4,linear,55,tanh,adagrad,mean_squared_logarithmic_error,0.7620326781407057
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,12,17,3,1,sigmoid,1,max,7,7,linear,90,tanh,adam,mean_squared_logarithmic_error,0.648656404079135
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,12,16,3,1,relu,1,max,7,9,linear,62,tanh,adam,mean_squared_logarithmic_error,0.7844765691141209
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,11,16,2,1,sigmoid,1,max,7,8,linear,63,tanh,adam,mean_squared_logarithmic_error,0.7426209563050421
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,14,19,3,1,linear,1,max,7,10,elu,79,tanh,adam,mean_squared_logarithmic_error,0.6764223368215858
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,10,19,2,1,sigmoid,1,max,7,8,elu,61,tanh,adam,mean_squared_logarithmic_error,0.6660473325342062
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,13,13,3,1,sigmoid,1,max,5,7,linear,86,tanh,adam,mean_absolute_error,0.9628475593209116
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,11,13,2,1,sigmoid,1,max,5,7,linear,87,tanh,adam,mean_absolute_error,1.0238507382991473
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,25,14,5,1,sigmoid,7,max,6,2,linear,47,elu,adam,mean_squared_logarithmic_error,1.0041772004735003
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,15,14,3,1,relu,4,max,6,2,relu,47,elu,rmsprop,mean_squared_logarithmic_error,0.6463221044711984
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,10,19,2,1,sigmoid,1,max,7,8,elu,59,tanh,adam,mean_squared_logarithmic_error,0.645872697085145
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,15,11,3,1,relu,4,max,5,2,relu,47,elu,rmsprop,mean_squared_logarithmic_error,0.6189465499804759
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,15,12,3,1,relu,4,max,5,2,relu,47,elu,rmsprop,mean_squared_logarithmic_error,0.7472671216597099
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,15,11,3,1,relu,4,max,5,2,relu,46,elu,rmsprop,mean_squared_logarithmic_error,0.6904497386095862
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,13,14,3,1,relu,3,max,6,2,relu,49,elu,rmsprop,mean_squared_logarithmic_error,0.9212816769108737
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,15,11,3,1,relu,4,max,5,2,relu,48,elu,rmsprop,mean_squared_logarithmic_error,0.6407490584313811
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,11,11,2,2,relu,4,max,5,1,relu,38,elu,rmsprop,mean_squared_logarithmic_error,0.7654312572514756
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,11,11,2,2,relu,4,max,5,2,relu,19,elu,rmsprop,mean_squared_logarithmic_error,0.7622659756155356
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,14,10,3,1,relu,4,max,5,2,relu,43,elu,rmsprop,mean_squared_logarithmic_error,0.7591841831964337
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,10,10,2,1,relu,3,max,5,2,relu,43,elu,rmsprop,mean_squared_logarithmic_error,0.6900476020737067
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,14,3,1,relu,3,max,6,3,relu,58,swish,rmsprop,mean_squared_logarithmic_error,0.6136112771372833
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,14,3,1,relu,3,max,6,3,relu,58,swish,rmsprop,mean_squared_logarithmic_error,0.6306265401790897
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,12,3,1,relu,3,max,5,3,relu,57,swish,rmsprop,mean_squared_logarithmic_error,0.640060980688937
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,12,3,1,relu,3,max,5,3,relu,58,swish,rmsprop,mean_squared_logarithmic_error,0.6369919761450302
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,12,3,1,relu,3,max,5,3,relu,58,swish,rmsprop,mean_absolute_error,0.8264694615721202
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,22,12,3,1,relu,3,max,5,3,relu,68,swish,rmsprop,mean_absolute_error,0.777870147677135
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,11,3,2,relu,3,max,5,3,relu,57,swish,rmsprop,mean_squared_logarithmic_error,0.6090145752277653
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,11,3,5,relu,3,max,5,3,relu,12,swish,rmsprop,mean_squared_logarithmic_error,0.6245766708812527
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,14,3,2,relu,3,max,5,3,relu,55,swish,rmsprop,mean_squared_error,0.7098808092381306
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,20,11,3,5,relu,3,max,5,3,relu,12,swish,rmsprop,mean_squared_error,0.7283853084098183
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,11,3,4,relu,3,max,5,3,relu,6,swish,rmsprop,mean_squared_logarithmic_error,0.8310621634123724
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,18,12,3,3,relu,3,max,5,3,relu,26,swish,rmsprop,mean_squared_logarithmic_error,0.8185490023634571
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,20,13,3,5,relu,3,max,5,3,relu,10,swish,rmsprop,mean_squared_logarithmic_error,0.7445329121723386
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,21,10,3,5,relu,2,max,5,4,relu,9,swish,rmsprop,mean_squared_logarithmic_error,0.6618093173343665
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,10,3,2,relu,2,max,5,4,relu,67,swish,rmsprop,mean_squared_logarithmic_error,0.7443781771355158
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,12,3,2,elu,3,max,5,3,relu,57,swish,rmsprop,mean_squared_logarithmic_error,0.8174874810836088
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,16,12,3,2,elu,3,max,5,3,tanh,32,swish,adagrad,mean_squared_logarithmic_error,0.8646488566499902
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,17,13,3,1,linear,3,max,5,3,relu,65,swish,rmsprop,mean_squared_logarithmic_error,0.7458544107512558
