Data_index,VAR_result (1 steps ahead),VAR_result (5 steps ahead),VAR_result (20 steps ahead)
55,0.09613146337706942,0.09377963356639912,0.06725553303594094
56,0.21654366363723465,0.2828042726563383,0.5487560533261135
57,0.0042675063662101905,0.0038261743088180283,0.00425344703669372
58,0.00788166145781304,0.010187068389998449,0.011302479766309229
59,0.002527534632289329,0.003995859956004537,0.01226768706766122
60,0.003524016460979256,0.003339136871540803,0.0039151972474034645
61,0.007563419490875965,0.008869303398437051,0.009259254605024725
62,0.009320314454291588,0.009704486345789586,0.011582513003345533
63,0.0037180384656540374,0.004045430213012461,0.004871142359218432
64,3.5196139423496526,3.7091141772580545,3.410517094547109
65,0.006774492929369547,0.00682133305263002,0.00945090665159554
66,0.007665450255867073,0.006638382363586154,0.011536859955613212
67,0.03019911848337061,0.0381168529907466,0.040441205910352426
68,0.0035810531125135283,0.00340015752140402,0.003338642499482999
69,0.004754895865514563,0.005812888283815313,0.012362439874222647
70,0.01446956746606739,0.013754252488472268,0.0171066617952894
71,0.0017974645015173096,0.0018947876930572396,0.002187827515354078
72,0.014462536336760002,0.017726893359531707,0.03611138817040177
73,0.006860367478933191,0.0056584677290480775,0.006507761641055793
74,0.04606641627724925,0.046524401690045555,0.056416680665440436
75,0.0027810145662611925,0.0032676114977407984,0.00401373651901785
76,0.009094974134998093,0.009782081075451015,0.011212751430437522
77,0.0030542279345566275,0.0029051471133318698,0.004485969211985425
78,0.0037190268690759365,0.003980017776919843,0.005653049318042325
79,0.007026250136322128,0.008072292835071217,0.010970004976241295
80,0.002666915818965382,0.0028654305486164994,0.003126426064581828
81,0.003431031785947617,0.005212464001855919,0.012962663412920867
82,0.0037872513446769672,0.0036681930344983214,0.003816782280100108
83,0.002263620064358297,0.0023696492032940783,0.003424702394795672
84,0.00471090426150088,0.006574670705354327,0.013126824928180516
85,0.014837650863329232,0.01611618090557938,0.016852923559609746
86,0.007220878065434451,0.0064544179758883645,0.006028899402067067
87,0.0021405711363817028,0.0028291858236307353,0.0030249805895020804
88,0.0016699370557580098,0.0023171644368743757,0.0033930946558471064
89,0.0021321745386831364,0.004574296966448038,0.014608344634949892
90,0.028588292680667104,0.03501232788393318,0.07432530101154652
91,0.01873488149054666,0.01632025383286874,0.019464722379434786
92,0.019827440577456605,0.02221339501138821,0.023749210008520462
93,0.006919818332592751,0.007584054661958898,0.007954599581128919
94,0.0030209616013889547,0.0034497936962048694,0.003723585845296886
95,0.01995065186976123,0.02183669070101751,0.02298361048361579
96,0.017098095462212925,0.019932709195257473,0.020294963096686085
97,0.0022429885863296506,0.0036820772537865796,0.007514259068778086
98,0.0019184206314503654,0.004631122723390444,0.017419873549830246
99,0.0032455532873436345,0.002926964551319453,0.0027776104768914706
100,0.14396574276699522,0.13216254280742917,0.1842384493828487
101,0.004154082601819152,0.0035642593904370422,0.00541957668378423
102,0.008999802334826857,0.010658624575588192,0.015797320106776615
103,0.004196249885913944,0.004804596574075465,0.0069146191079677635
104,0.004167703598363215,0.005571003865449022,0.005779012226021189
105,0.0025306690812225384,0.004755077149332347,0.016772615252139692
106,0.035175623085675144,0.036409578329365914,0.038321125592386894
107,0.0068166196961112115,0.007342004021255352,0.007979571275227294
108,0.004530028205504367,0.0042880577902457,0.00621705585863481
109,0.005435094047718988,0.00880850795154478,0.02455855262423334
110,0.0017236526011106979,0.001655649651544604,0.001563796203221973
111,0.003311872953238744,0.0032006677717023855,0.0045635891905670516
112,0.01524619699395582,0.017807758881449597,0.05306880266902881
113,0.0022814596964489753,0.00224982404205601,0.002242392307273877
114,0.0022882303596649884,0.0035406783012327803,0.005259994834592895
115,0.044945405077985036,0.052770118111367316,0.058814700288119325
116,0.0018516311876549643,0.0023113267230262828,0.0029212688277764176
117,0.002231293282140838,0.002654778246441944,0.0045228122080523845
118,0.0025882302486196994,0.0026852772902227063,0.0038741931240963362
119,0.029557266044841074,0.03378823049110044,0.04840116608918867
120,0.011793871939531275,0.01199422578650706,0.0125250333604074
121,0.004972099065001036,0.005888504240523016,0.0060912762516388275
122,0.014120469452180021,0.011929224295658897,0.011634885586176624
123,0.011993745676854024,0.013231108444842401,0.017847582060832864
124,0.015437297792148402,0.01712667140344952,0.023665643057662965
125,0.004194051559406675,0.0044614697449418695,0.004821054773226671
126,0.011490657720136018,0.019093708605976475,0.06616463219690868
127,0.001565980942269935,0.0015385063375912042,0.0026013168763038873
128,0.00919022450444618,0.010802368533723567,0.011758178912895762
129,0.012777610430520095,0.013840198878363484,0.014073195097491456
130,0.009185119111435984,0.010421374864029996,0.020165095776809524
131,0.004980700562149628,0.005299533660801701,0.009883761713625715
132,0.0021297254293725924,0.007307377642116832,0.027253411292026835
133,0.011367328170002428,0.010025901614819659,0.009598200989916858
134,0.003909931424931743,0.004933108992728412,0.0091890335120484
135,0.014998672822611619,0.012989925564937175,0.01325131032302717
136,0.003912675967177195,0.004917968554771588,0.01114330159428376
137,0.004389522791205361,0.004614763129889872,0.004727365175769968
138,0.007923731909432092,0.009506578553464977,0.010263361179669781
139,0.0036228195315895885,0.004076438180592779,0.004171761100029182
140,0.0066085201455050755,0.006660625525407744,0.008671355997801534
141,0.03820766981528264,0.04721949565537296,0.06484802425163379
142,0.07527575622199491,0.07347821399981717,0.07805686950014198
143,0.036048350397783833,0.045664746919245706,0.06691864155006773
144,0.04325181782478246,0.03873614071585,0.03702466337499733
145,0.0029819138295143397,0.004035452362867437,0.008295120651959703
146,0.0026810070561388887,0.00255890342210329,0.0028036599399436303
147,0.0020929718208239534,0.0036817104445350185,0.010222137947102632
148,0.02771460209008192,0.028564499360632423,0.028489796732695437
149,0.0065733716932807424,0.005464884315369472,0.010954905908813055
150,0.0023312466431695622,0.0028307188676239374,0.004076481965984038
151,0.0018782679450675493,0.0019437560758762697,0.0024092889355833836
152,0.0009739808135492561,0.0032493472304778786,0.013084983255039389
153,0.0028847112158254147,0.003242915737746367,0.0036407237848238554
154,0.0034558293634672473,0.0045751767997819805,0.007319513204533355
155,0.17176465601379828,0.2849577359413031,0.6058647678616047
156,0.0059670676672095605,0.0063032444309007955,0.014703988984543653
157,0.0010513300417726858,0.001561965517070741,0.005362330205274407
158,0.009212111014429,0.010876127955818621,0.01162903125776208
159,0.021637741979653465,0.028798035753764214,0.03272351519941404
160,0.019458245335691498,0.0223210961025238,0.036066238922451366
161,0.006201980521289278,0.00746452384943727,0.008096739666422305
162,0.020023776074115696,0.02163329367670089,0.02521901288353081
163,0.0225746251281755,0.02291066635885719,0.022436362164537527
164,0.001117537528475622,0.001494315726437415,0.002474503209461048
165,0.04954978799406629,0.042235236439826,0.04222861753958338
166,0.0023863170927488535,0.002555836176828237,0.0023760735896922788
167,0.007801197507293242,0.007252452743657325,0.008036852313423482
168,0.002198643564525627,0.0019297345672862223,0.001786842103124322
169,0.025827242805212074,0.02866418578595088,0.030277031482732798
170,0.0036088005963103866,0.005481120771893464,0.014880953965962364
171,0.0005562192124184053,0.0005353120163146719,0.0014345969008304174
172,0.007234096880682139,0.007658450819101187,0.0091911969531724
173,0.006688768178948551,0.006506011234908146,0.006837629024458528
174,0.1089747098775848,0.14057767363986975,0.14933855861677706
175,0.0035887945583269938,0.006216150465383995,0.015858137795268658
176,0.002133842567440625,0.002301802476477299,0.0045653545672063095
177,0.000965204541472839,0.0012774612009898863,0.0027858580834157587
178,0.012315620758659648,0.015296237550689162,0.02529444140263821
179,0.02249235319006767,0.02385573416091161,0.03249070084815401
180,0.01612308095416441,0.019559156510212533,0.01971594600729615
181,0.09281198762617945,0.0871493117253292,0.09326976249519416
182,0.022270653313234124,0.029694360579381386,0.03463916498235426
183,0.0031415285290195987,0.004818657696442472,0.011933756038127581
184,0.0031778523109831395,0.0035900497463012267,0.0038560626037207352
185,0.003047670590853535,0.002953853248511801,0.0033831357437820605
186,0.0010356443389905221,0.0014135024277844221,0.005785913153089549
187,0.0023761092918744378,0.0030973021167274104,0.0034470816827705396
188,0.037613481118252905,0.05461283959470947,0.06989945175533782
189,0.007268453531101617,0.01095979197517922,0.025784958242682444
190,0.0050305136462705236,0.004560347121036765,0.01442666472487313
191,0.02204505349844061,0.022134714663506173,0.025124147774208537
192,0.00836946167783113,0.010207910329303611,0.021603712618847807
193,0.07514945865622538,0.09390368852171913,0.12309028266051718
194,0.0020058427893523923,0.002498623297068844,0.007773283893848372
195,0.021799366412679575,0.03290919441509707,0.08200129800238293
196,0.004600538171356812,0.005827261386653633,0.008365277320270844
197,0.0030346206018566934,0.003961247033934132,0.007467691365072669
198,0.0049751731641978336,0.004937922217702301,0.004680848292521455
199,0.0054996758567375775,0.005698929557610265,0.006099548196124559
200,0.005464818949814925,0.004521505656244882,0.005785232607618664
201,0.003224456313610164,0.003984600067144173,0.006263481201935663
202,0.0026983426677358695,0.0027109833442697834,0.0026226153056293235
203,0.009418510467585796,0.010689666067514814,0.01141664679728523
204,0.002031249644665253,0.0024691441818706877,0.004624067651800279
205,0.004985984022661925,0.012162162874869207,0.039775418730302936
206,0.0027752500482504713,0.002713489309948077,0.004495759005129643
207,0.022410822614887433,0.025819059136084323,0.026973690809628133
208,0.033164766785290595,0.0315551577120446,0.030407639471218495
209,0.005837432055532531,0.006234005574721982,0.008367198219616609
210,0.002085974889297435,0.0037137795569833353,0.013606772908709234
211,0.0014111214617850967,0.0022327323952611444,0.006461720875043674
212,0.05643338250766254,0.04619375785778864,0.07127076051534774
213,0.008315397598752872,0.008805781684322682,0.00907746279087989
214,0.011338279383824257,0.01418398971064819,0.016566084238449397
215,0.02405148213817939,0.030192127692308432,0.0361609418866042
216,0.004898691408854007,0.0057164039591710136,0.010456983424219945
217,0.04247585621526349,0.045907766294379204,0.06434615937165175
218,0.0082029997220787,0.008385711257044693,0.00866404438283564
219,0.0018790409389467355,0.002344962937615516,0.002451484377245543
220,0.0072945199906243275,0.009455183148563842,0.020528581587370524
221,0.006359910311001943,0.0066514321685870815,0.006879393458014621
222,0.0024702132878415047,0.0024250586415815096,0.002583350930892475
223,0.004517561054961953,0.0038321944387963948,0.0038539245109475216
224,0.007462445736562568,0.007040229546044378,0.011058005314267236
225,0.013664412901816459,0.012296750993930562,0.02840779440925767
226,0.014300608835116926,0.017263551771411974,0.02030868462270904
227,0.018582783042080504,0.023374504078945126,0.041507892520930484
228,0.0029900476587383625,0.0034233330453246674,0.0038309082518981925
229,0.014416819512963835,0.015751261358217333,0.0158237132887488
230,0.026868862980311436,0.025815156141047027,0.03651815929327999
231,0.008985843513191486,0.009669616221640863,0.010618977881782773
232,0.01717880957483909,0.02144565032197772,0.030162559913307182
233,0.0029646414100225143,0.0030033267178199625,0.003819470029856949
234,0.03037962599532677,0.03266757003076081,0.029194322976082467
235,0.005746657787972874,0.005582710059398199,0.007462002647527586
236,0.0044043985650232655,0.004262129697232154,0.004036004718937349
237,0.006241023562287791,0.007578507503626493,0.012748338964338435
238,0.006458423776896255,0.006391499942546578,0.015449090351287007
239,0.0018031010413415301,0.00201306850729704,0.0029178772199683063
240,0.001978681352345537,0.002207641702936899,0.004810026374554605
241,0.011592359145596243,0.012642471549787426,0.03162885981496447
242,0.005860951692964522,0.006328781178592814,0.00663868943919468
243,0.004187341090275084,0.003759846190749025,0.005129513607152111
244,0.00488420804954938,0.004390361505878903,0.005502366419979683
245,0.0049023734366064765,0.0038985231200816383,0.008559840721468504
246,0.0020809210071002678,0.0029268499288804184,0.0037584667732522
247,0.007263681378687876,0.008256972413827113,0.008730214791488602
248,0.014216186354286417,0.015129805325604484,0.024700938388809813
249,0.009734462472186147,0.01275630230993956,0.016177335297481436
250,0.008662897852886698,0.010389017182818927,0.011917060763877876
251,0.006474145028835086,0.005348755598080519,0.005252897208835649
252,0.006881447142030905,0.007281226693421041,0.020983990512083148
253,0.0022279496631176054,0.00182612572718927,0.0026595866519258673
254,0.005249451899678447,0.005593105451441924,0.00580526848963472
255,0.0013928304964891335,0.0012158224178671414,0.0026002550108373333
256,0.005163721033015984,0.0063397610703696495,0.008420197708546729
257,0.1574087492313108,0.1743367584097038,0.17987444805631855
258,0.003000792016959347,0.004158371552865126,0.0058764835005727465
259,0.0070109599062437526,0.007871286138883056,0.007907968151580227
260,0.0019529999098013757,0.001903684068661695,0.005359496012131626
261,0.0019574268608937243,0.002013718465984988,0.0020924569753883386
262,0.004104445478842246,0.004064286235023579,0.004702446398176493
263,0.003250229588224835,0.002957368623093648,0.008218166660257955
264,0.002982063918825114,0.002581411241046293,0.003048145399661596
265,0.022521551299855534,0.025007174844182148,0.02745226222328223
266,0.01434648439936811,0.014695037627492863,0.015317616129898357
267,0.016319600514539297,0.021504677294159037,0.02388015205928384
268,0.01633895583571274,0.016834239727402212,0.018198851584986332
269,0.0007675279767283734,0.0010079698695650411,0.0013458041129441561
270,0.001736581502388194,0.0018059488509712127,0.002408017179933343
271,0.01980021576350002,0.021270070663207474,0.021278086942325036
272,0.0017371800215823616,0.0019732638664832526,0.008129909375737411
273,0.00257147979075346,0.00337539827646625,0.004639368130414878
274,0.017586203768947983,0.022526656709516767,0.031185111759819195
275,0.017838876199438553,0.01829833795347367,0.02931362207357638
276,0.010517228823545331,0.012560322413603879,0.01350371483845215
277,0.0004948389910284411,0.0009406461139346818,0.0030440146149248114
278,0.0029666455090212535,0.0030538839630840555,0.005233091130033409
279,0.002237298917758152,0.0028308723593823055,0.0054011364427391925
280,0.010415776055177114,0.010356405649881535,0.00902342589593074
281,0.002741831651365281,0.002657275965490048,0.0028059981236170416
282,0.0075867930615980544,0.00765808953040068,0.007689160289815026
283,0.024913679242433755,0.02321418954583714,0.023450439916789523
284,0.0025009996667734818,0.0021219110167915115,0.005162202063962571
285,0.0032077131256072478,0.0030276376275793233,0.003910925141503759
286,0.005217561695131725,0.006209905855811627,0.0059952761440422294
287,0.029209010251535467,0.02502478621012709,0.025298875483193328
288,0.05246420024539913,0.06056085306695524,0.08298265814982743
289,0.0023569338029309785,0.0023797957411033606,0.003806060831520774
290,0.034256421937035944,0.05013265990858533,0.11877348993134491
291,0.0028852765760989953,0.00239888284753128,0.0023360270226278398
292,0.006877183185183973,0.007129604752403006,0.008682334397502985
293,0.0019930494758304885,0.002032307442052179,0.004009752618142542
294,0.008076500212219808,0.009297407178194767,0.010708381772389246
295,0.008254729568044933,0.009890821771223185,0.01040972758152561
296,0.004495928727208205,0.004238105294161614,0.0041494663378083725
297,0.010885996744725688,0.012264734540905278,0.012124727098996169
298,0.0062856330768505985,0.0065200727416499194,0.006843868016306455
299,0.0009227131354793596,0.0011695563411810257,0.003672084050975101
300,0.01228189689289695,0.012897944178593199,0.019323390566082302
301,0.00154672823807831,0.001690124480628008,0.0033157924109441473
302,0.012152422909284333,0.015729430310911625,0.017492742242444115
303,0.007419367641438496,0.008408015856169224,0.00927634416792271
304,0.012402824776836125,0.015490233439994365,0.016680548196271502
305,0.026695181583299032,0.025617252259391578,0.024666707269364638
306,0.002957003036955776,0.003634815116667588,0.005384808438712474
307,0.0026022932491505503,0.005828089154497518,0.020169103277447854
308,0.011971775256565956,0.013044241894552989,0.029569841608689286
309,0.02349031037513259,0.025386049135940066,0.030465206159365855
310,0.005020950228065293,0.005103286486776961,0.00785724807005
311,0.005356919460174967,0.012282887353490419,0.0459508769082871
312,0.0033412180495808698,0.00372720212611147,0.0037433614356040756
313,0.1076752863146501,0.12884752862476476,0.20326196269758232
314,0.0017494108331729472,0.002404634931240665,0.004585902946332081
315,0.024985624028547062,0.030539964339906467,0.03195281300359269
316,0.0034338984395130686,0.0040626645301663905,0.007678838690309742
317,0.027200796330963284,0.02845528551737061,0.04350704108237654
318,0.006031511362659711,0.0066451807521756105,0.006813977629515714
319,0.01581713062411751,0.017390095517343142,0.018203366009654214
320,0.021210662615449606,0.023375928303051702,0.03228464963795024
321,0.0022595790865647222,0.0036467832135286754,0.009960216453817198
322,0.008554870945721568,0.010545629708874533,0.03810301926000023
323,0.0025917143050623735,0.003968376923996184,0.00823463088508833
324,0.006843579627689051,0.008317819867719359,0.009209750428885199
325,0.002283417633175349,0.003375106680278192,0.011646672882039608
326,0.0034784415670830403,0.004535639241521219,0.012365901189258836
327,0.011108977856832871,0.011505326555216168,0.01171681970435835
328,0.002269774421985025,0.002849946146314909,0.0070057461324863814
329,0.005375846842000746,0.0065362057776190375,0.009505978684479893
330,4.1099730138476005,4.174452849958569,3.782126067335954
331,0.006061486172689888,0.00699562288091504,0.009155671913589559
332,0.011754038362164114,0.012192824551571353,0.012870772854993074
333,1.2930240017363257,1.8072341593195218,2.6270896122798666
334,0.014096193097610607,0.011427702214995538,0.011069047649585259
335,0.6434823521859805,0.7346903472139362,1.285140936197511
336,0.014666600365314735,0.016051920688052654,0.01905090733942212
337,0.00909784274758623,0.009205485164779793,0.009066403914580117
338,0.005400891829311687,0.007066614529319105,0.014584772234552403
339,0.003599065306761081,0.005457101918442523,0.01588940876122511
340,0.004351128983149081,0.004737509317810798,0.00476642844364932
341,0.015648532385744714,0.015850768874150288,0.01649255510834473
342,0.000842871216336547,0.0025687832961863444,0.009148268625772386
343,0.08326153685668762,0.09812595783373058,0.1028145979965816
344,0.0030718394037742213,0.0030598726555630057,0.0071932282704743715
345,0.013783663044621688,0.01722279532322888,0.028281306063937733
346,0.06786721005858312,0.0706782677765658,0.07326785008529367
347,0.008742903542250458,0.012014344347765344,0.015503791044157191
348,0.008917495391015029,0.010412726849904136,0.013237305427511187
349,0.042863436122668984,0.0765121354255289,0.21421167663652832
350,0.0021714502132345356,0.0041098726046325425,0.011604553164078917
351,0.026277260022168625,0.03012626661192349,0.08483940084080144
352,0.0029569577340704,0.0032935829679629626,0.004003478730250843
353,0.019513230570698946,0.018536777868839647,0.034780323856660085
354,0.014192155575325016,0.011117259862594738,0.01262135551660519
355,0.0013339370031212679,0.0011140001143163031,0.0014434172940157267
356,0.007011414027799175,0.006650349251385003,0.008996462600917281
357,0.006429873477575146,0.007302117536185295,0.0075424883802808
358,0.05278055198028044,0.048639128665220015,0.048101947416998414
359,1.3838900473868745,0.9688587453357751,0.7236112207804435
360,0.00966075906521848,0.011384714832570468,0.01674251030045858
361,0.034617432301745056,0.033357309719927765,0.03154125584512159
362,0.1603145643992055,0.1782692053174221,0.18150155447349886
363,0.19071896659076115,0.22334569995163722,0.2527270887308271
364,0.0012251569688626423,0.0023414642345853257,0.007254624457917615
365,0.001233169184336812,0.00175384792736967,0.00433650574282679
366,0.0049828396060028115,0.0058329656686526244,0.007265591033449191
367,0.006759041056650632,0.008110724987920486,0.015483481654105864
368,0.0034856343736065784,0.0032649004793480463,0.0046153365777926525
369,0.0059357284657946315,0.006804001829472728,0.011938272110029619
370,0.004860170838793492,0.0055180548407025645,0.006454923233186685
371,0.005527673438025518,0.007261258159743118,0.007501832350834686
372,0.010107413402880915,0.01583494554500679,0.03828041693857294
373,0.0030593488946800184,0.003809188620718243,0.004292024169403299
374,0.016543577470710835,0.016348440986061176,0.017158287988267712
375,0.0008908927792033169,0.0012589253699042012,0.004324856742484621
376,0.040811242661363586,0.04128479873783426,0.042134288335132816
377,0.000858166157943591,0.0027514380028996997,0.009586648655656749
378,0.004153705187865499,0.005066825716830941,0.006024191347809356
379,0.004613596039579713,0.004875493457084985,0.00847605993995503
380,0.010567388471520186,0.012799338725522594,0.016498840089460568
381,0.0026589450722942247,0.004001893897474053,0.006675141305200822
382,0.0050957052557858385,0.006451864630658954,0.010734941482622799
383,0.008239794916233247,0.008729555885054606,0.008521327549761011
384,0.12200336140087756,0.16379591558205797,0.3438983325767396
385,0.0030745407284198606,0.00383746942218088,0.006387011010665012
386,0.0032019531754360854,0.0035377106520048714,0.0039245266845665955
387,0.002815870108265202,0.0025906759397457744,0.0056143598735542855
388,0.006546413209713986,0.007521280661461112,0.009288345986176606
389,0.007045230091294652,0.009811173944814093,0.01632324192838454
390,0.004469328406833465,0.003872102910583565,0.0040150249421034585
391,0.0037625901644306264,0.005671479092750362,0.014924014726465857
392,0.002394318768870549,0.0022169416321326076,0.0030065891592536715
393,0.002359588375548412,0.0027523373884363244,0.005676943315781956
394,0.03048920728269438,0.030228039096359374,0.029119864199463476
395,0.0030349863439038355,0.003337356266753149,0.0036934284062944077
396,0.003256013086207542,0.003947461095556916,0.013812002153455556
397,0.011902426523208907,0.010635527612757179,0.009636699735280663
398,0.0014489445456209596,0.0031995304470860166,0.013723349577028419
399,0.01699299787146571,0.019009472448956545,0.019743983550371703
400,0.011636947482724872,0.013764064104929584,0.023688636994419716
401,0.034752640838459206,0.03648197171963297,0.04782196528485095
402,0.009815859892752226,0.009459460253581691,0.00890055519654903
403,0.002310305973236609,0.0024413193601773215,0.0022650681641052843
404,0.0027014860860442537,0.003262181923779942,0.004741547955836391
405,0.0013817227921977128,0.0012647018934389158,0.0013494325010801752
406,0.008272215897716689,0.009026592565697468,0.010837444665553224
407,0.0013527351335355727,0.0016926850911102216,0.0026469448423666374
408,0.015721077183698903,0.01704807479298045,0.016688998272646298
409,0.0005717844150401412,0.0005353342139816048,0.0019623059679625414
410,0.005833844051664099,0.008321681381545624,0.00958524249184847
411,0.004298843209385191,0.006520367431326616,0.00989690161219043
412,0.005051140717502121,0.004320876937590481,0.007535806252462755
413,0.41099212063001345,0.44915908727137044,1.0594629631931836
414,0.0040852377507451625,0.0035462901509608507,0.007002417465344488
415,0.02216409630942383,0.03512441617272221,0.07714686096168129
416,0.024664660454392674,0.024797959591187864,0.02465800358775698
417,0.0091296855930695,0.008742546782228449,0.010256909197901055
418,0.004696751597613815,0.003991305881859236,0.003976085379158119
419,0.004570110799516066,0.005150416944463516,0.005273928369842743
420,0.02369499567454011,0.027399763197714633,0.030642458113428188
421,0.0043204718512715855,0.004469071398634705,0.00497543087464981
422,0.004971597591332736,0.008228330770387269,0.02318390127063735
423,0.010892479353484589,0.011491167027657446,0.011993097558336155
424,0.004163461296631386,0.003670830949870625,0.003312568515258135
425,0.000546706054440339,0.0007916646095292399,0.002913279118665077
426,0.01770700681001611,0.017695808756074675,0.017844027318920607
427,0.013573379340696388,0.011194032235813505,0.01371258164998248
428,0.0035422184626273884,0.00401886088384127,0.004056776514237836
429,0.24384797250727835,0.3573715715394315,0.7216924974477898
430,0.0045929449638662965,0.005224199785848541,0.006816896510385438
431,0.0051912936373318674,0.005814062558332515,0.01078574378401527
432,0.00270173523436965,0.002824324842881099,0.008069284669160483
433,0.0048683360503493185,0.005705502126345862,0.0057300489147364495
434,0.014154993667305707,0.027384201028142926,0.08733693001129542
435,0.007197896292604883,0.006567268265240087,0.008234949438754474
436,0.011814005405083946,0.01209889174804553,0.012254728376416325
437,0.0008026282447925439,0.0014879639340941945,0.0038281617801398183
438,0.00415245172995752,0.004365101691089531,0.004690455779844024
439,0.0032745401054006923,0.005360114131960521,0.010630774693219863
440,0.008780429373202635,0.008632009216977243,0.018334713293459245
441,0.012265208115012539,0.012259688528644673,0.01792728051077529
442,0.0053715950460779425,0.0053341331641878695,0.012619282088701228
443,0.004103680102043686,0.004523677188556481,0.0121775291694278
444,0.0022059635414902333,0.004844138812873902,0.014058277311775069
445,0.002355692853704688,0.0029159111828937073,0.006899180832316349
446,0.004288783273466976,0.004595506104670383,0.004614692965174013
447,0.0013767150542891681,0.003037700894678356,0.01207913381608636
448,0.11716530505657823,0.12115851273780417,0.11328883000742213
449,0.01291512122043818,0.016793049019361617,0.019732538224739842
450,0.12220215758412414,0.11638052611198718,0.09925682251707599
451,0.0012097674420216632,0.0012224441223050986,0.00307967783642555
452,0.029559109792837268,0.03335802372831998,0.03435634419529937
453,0.0029691991818464793,0.0026690282077976935,0.004899322516761319
454,0.005007102721327936,0.004521172593920277,0.004722211461851367
455,0.0047367188226805105,0.0055047915145863165,0.006871895156474861
456,0.015620165065772185,0.0176395099480648,0.027355504901859153
457,0.002849888095620036,0.0032908009186895437,0.006219019105300589
458,0.0025929027940941587,0.00326053889344447,0.007307126094068152
459,0.0014843771824653948,0.0014540552020842882,0.0059768208857733296
460,0.028105255016989662,0.027343482122723684,0.0506916200374133
461,0.003444393575657639,0.004063412174155665,0.004057028915482312
462,0.0021197773553928326,0.0025945598729157386,0.0031000350409585444
463,0.0025747004566169652,0.003042362284051743,0.0046082437355316735
464,0.0016235718419457962,0.001333748033134009,0.0015413193631001563
465,0.08367941913585415,0.09524976245088788,0.10130784429388989
466,0.4805764051724816,0.5975508045183174,0.9498598782303465
467,0.011713199950014462,0.011484809950384943,0.01101156491015461
468,0.000603146025300474,0.0006230508928202951,0.000979599573768154
