,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,30,20,5,4,elu,3,average,6,6,linear,11,elu,sgd,mean_squared_logarithmic_error,0.7242660281425405
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,29,16,9,3,swish,7,max,7,1,elu,10,sigmoid,adam,mean_squared_logarithmic_error,0.5974585211656236
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,37,19,10,2,elu,7,average,5,2,sigmoid,44,tanh,adadelta,mean_absolute_error,0.9384315710480574
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,16,16,4,4,sigmoid,1,max,5,4,swish,10,elu,adam,mean_squared_error,0.5880753057736049
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,40,29,6,4,linear,5,max,7,1,relu,82,elu,adagrad,mean_squared_logarithmic_error,0.6102766259065351
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,12,6,2,relu,4,average,5,2,linear,7,swish,adam,mean_absolute_error,0.49356878944398813
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,13,27,4,1,tanh,5,average,11,2,sigmoid,35,relu,adagrad,mean_squared_error,0.7226229874369836
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,40,27,11,4,sigmoid,10,max,7,3,sigmoid,9,elu,adagrad,mean_absolute_percentage_error,0.7092208382383068
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,17,14,4,3,tanh,3,average,6,3,relu,31,sigmoid,sgd,mean_squared_error,0.7741357522794542
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,19,22,4,1,linear,2,max,8,4,tanh,134,swish,sgd,mean_squared_logarithmic_error,0.9230211416533868
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,34,24,2,1,elu,12,average,5,1,linear,15,elu,adam,mean_squared_error,0.8359171718593306
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,23,10,2,2,relu,11,average,5,2,linear,5,swish,rmsprop,mean_absolute_error,0.7149941459896323
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,22,10,6,5,relu,1,max,5,12,swish,6,linear,rmsprop,mean_absolute_error,0.8683830305342771
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,11,10,2,5,sigmoid,1,max,5,8,swish,7,linear,adam,mean_absolute_error,0.43681476670431674
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,10,13,2,5,sigmoid,2,average,5,4,swish,5,linear,adam,mean_absolute_error,0.6646437275996393
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,10,14,2,5,sigmoid,1,max,5,7,swish,8,swish,adam,mean_absolute_percentage_error,0.5423409704931917
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,11,12,2,2,relu,4,max,5,1,elu,18,linear,adam,mean_absolute_error,0.43576706250619107
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,14,12,3,2,relu,4,average,5,2,tanh,18,linear,adadelta,mean_absolute_error,0.8421206554764871
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,14,17,3,2,swish,4,max,6,1,elu,23,linear,adadelta,mean_absolute_error,0.7428716471223668
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,12,18,3,3,swish,2,max,6,5,elu,13,linear,adam,mean_absolute_error,0.4692394629731155
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,25,10,3,3,sigmoid,8,max,5,1,elu,14,linear,adam,mean_absolute_error,0.5918079821600896
,win_size,filters_conv_1,kernel_size_conv_1[0],kernel_size_conv_1[1],activation_conv_1,pool_size_1[0],pool_type_1,filters_conv_2,kernel_size_conv_2[0],activation_conv_2,dense_neurons,dense_activation,optimizer,loss,score
0,25,11,3,3,sigmoid,7,max,5,1,elu,19,relu,adam,mean_absolute_percentage_error,0.5856012796421108
